target_id,quarter,sample_stratum,case_index,pipeline,branch,detector,zero_injection_control,injected_period_days,injected_epoch_days,requested_duration_hours,requested_depth,phase_fraction,success,error,recovered_period_days,recovered_epoch_days,recovered_duration_hours,mes,max_ses,observed_event_count,expected_event_count,observability_fraction,period_cadences,duration_cadences,period_exact_fractional_error,exact_period_recovered,harmonic_period_recovered,runtime_seconds,wavelet,segment_count,n_period_trials,n_duration_trials,radius_ratio,realized_max_depth_on_observed_cadences,in_transit_cadence_count,event_consistency_score,robust_veto_score,consistency_weight,valid_event_count,expected_event_count_event_check,event_observability_fraction,positive_event_fraction,single_event_fraction,anti_dominance_score,combined_event_snr,leave_one_out_combined_snr_min,leave_one_out_ratio,leave_one_out_ratio_normalized,median_event_depth,event_depth_relative_mad,event_depth_weighted_mean,event_depth_weighted_mean_error,event_depth_chi2,event_depth_chi2_dof,event_depth_reduced_chi2,event_depth_chi2_pvalue,odd_even_tested,odd_event_count,even_event_count,odd_depth,even_depth,odd_even_depth_difference,odd_even_depth_difference_fraction,odd_even_depth_z,odd_even_depth_pvalue,robust_event_snr,robust_event_weight_min,robust_event_effective_count,event_consistent_flag,transit_consistency_veto_pass,diagnostic_consistency_veto_pass,fails_min_events,fails_observability,fails_positive_events,fails_single_event_dominance,fails_leave_one_out,fails_depth_chi2,fails_odd_even,fails_robust_sign,veto_reason,diagnostic_veto_reason,any_candidate_survives_veto,selection_status,raw_rank_of_selected_candidate,ranking_changed,raw_top1_period_days,raw_top1_epoch_days,raw_top1_duration_hours,raw_top1_mes,raw_top1_max_ses,raw_top1_period_exact_fractional_error,raw_top1_exact_period_recovered,raw_top1_harmonic_period_recovered,raw_fap_threshold,hardened_fap_threshold,raw_empirical_p_value,hardened_empirical_p_value,raw_passes_fap,hardened_passes_fap,raw_fap_harmonic_recovered,hardened_fap_harmonic_recovered
1431344,5,gap_heavy,4,tps_like_chi2_robust_hardened,integrated_wavelet_whitening,tps_like_chi2_robust,False,10.0,445.0104384814403,4.0,0.0002,0.15,True,,12.42420750297606,448.65994555419456,9.808584870770574,79.20498057076853,,3,8,0.375,600,20,0.2424207502976059,False,False,0.4141397080384195,db6,44,686,7,0.0132676446161727,0.0001999980667507,85,71.89704018819906,79.20498057076853,0.9077338277226148,8,8,1.0,0.875,0.2186291799789444,0.8929952228812065,2.540659013552715,2.065034445622602,0.8127948042641796,0.8689141952304421,9.556886164943657e-05,0.9948975019714962,8.610062778516984e-05,3.458706046135884e-05,4.833555845165122,7,0.6905079778807318,0.6802667931979562,True,4,4,0.0001458331367578,3.768575227583064e-05,0.0001081473844819,1.1785967651771978,1.55482363999313,0.1199880773518599,2.660654979528993,0.7796284694997511,7.955316338242908,True,True,True,False,False,False,False,False,False,False,False,pass,pass,True,raw_failed_event_penalty_rank,19,True,12.260731088463215,449.64086386159033,9.808584870770574,94.28949966677489,85.67167824616584,0.2260731088463217,False,False,122.31882622854027,122.31882622854027,0.1485148514851485,0.22772277227722773,False,False,False,False
1431344,5,gap_heavy,5,tps_like_chi2_robust_hardened,integrated_wavelet_whitening,tps_like_chi2_robust,False,10.0,451.0104384814403,8.0,0.0005,0.75,True,,12.076820122136269,450.7647043910474,9.808584870770574,94.55205556213618,,3,8,0.375,600,20,0.2076820122136268,False,False,0.406552083324641,db6,44,686,7,0.0209698320098783,0.0004999991196493,154,73.39078086828286,94.55205556213618,0.7761944511090307,8,8,1.0,0.75,0.3377264589625717,0.7568840468999181,1.865581619800201,1.115860233625221,0.5981299460619294,0.6394278088380906,8.157152903340292e-05,0.509272643253878,7.190652336867708e-05,3.653478556364629e-05,7.203969976765225,7,1.029138568109318,0.4079562218965437,True,4,4,8.01410109742357e-05,6.315388900822867e-05,1.698712196600703e-05,0.2370931829128017,0.2323705685440258,0.816250206239574,2.084551422319082,0.3794104246929289,6.966963385304567,True,True,True,False,False,False,False,False,False,False,False,pass,pass,True,raw_failed_event_penalty_rank,2,True,12.260731088463215,449.64086386159033,9.808584870770574,96.01422400913984,85.67167824616584,0.2260731088463217,False,False,122.31882622854027,122.31882622854027,0.13861386138613863,0.12871287128712872,False,False,False,False
10677499,5,high_scatter,0,tps_like_chi2_robust_hardened,integrated_wavelet_whitening,tps_like_chi2_robust,False,2.0,443.8105127709467,2.0,0.0002,0.15,True,,14.304007886676118,446.9434748041458,9.808462550863624,55.31323527475918,,3,7,0.4285714285714285,700,20,6.152003943338059,False,False,0.4094703332521021,db6,43,686,7,0.0132896965331359,0.0001999850650827,225,47.42469790105584,55.31323527475918,0.8573842709702594,5,7,0.7142857142857143,1.0,0.3041669882207839,0.86979126472402,8.791315915196623,6.8393357137712485,0.7779649576633696,0.8697912647240202,0.0025788648018974,0.2631845855897809,0.0023470093397035,0.0002584496959644,11.948823386349307,4,2.9872058465873272,0.0177359129621963,False,3,2,,,,,,1.0,9.228235214338566,0.6439390099087018,4.885128637821371,True,True,True,False,False,False,False,False,False,False,False,pass,pass,True,raw_top1_mes_preserved,1,False,14.304007886676118,446.9433905643891,9.808462550863624,55.31323527475918,56.70784043172604,6.152003943338059,False,False,284.30079421952524,284.30079421952524,1.0,1.0,False,False,False,False
10677499,5,high_scatter,1,tps_like_chi2_robust_hardened,integrated_wavelet_whitening,tps_like_chi2_robust,False,2.0,444.41051277094664,4.0,0.0005,0.45,True,,14.304007886676118,446.9434748041458,9.808462550863624,55.39837918622895,,3,7,0.4285714285714285,700,20,6.152003943338059,False,False,0.4324630419723689,db6,43,686,7,0.0209786417283954,0.0004999951337439,418,46.925705055368546,55.39837918622895,0.8470591693237379,5,7,0.7142857142857143,1.0,0.3208252980366035,0.8489683774542456,8.748343799597173,6.642970889695701,0.7593404010941573,0.8489683774542458,0.0026373177142383,0.3650527003969834,0.0023026437035916,0.0002533886876131,11.29535771320626,4,2.823839428301565,0.0234376609755426,False,3,2,,,,,,1.0,8.748343799597173,1.0,5.0,True,True,True,False,False,False,False,False,False,False,False,pass,pass,True,raw_top1_mes_preserved,1,False,14.304007886676118,446.9433905643891,9.808462550863624,55.39837918622895,56.70784043172604,6.152003943338059,False,False,284.30079421952524,284.30079421952524,1.0,1.0,False,False,False,False
10677499,5,high_scatter,2,tps_like_chi2_robust_hardened,integrated_wavelet_whitening,tps_like_chi2_robust,False,5.0,447.26051277094666,2.0,0.0005,0.75,True,,14.304007886676118,446.9434748041458,9.808462550863624,54.79135175006804,,3,7,0.4285714285714285,693,20,1.8608015773352236,False,False,0.4117345418781042,db6,43,686,7,0.0210136531127274,0.000499995382505,97,46.882513134703494,54.79135175006804,0.8556553477373421,5,7,0.7142857142857143,1.0,0.3069704660277011,0.8662869174653737,8.62861396447058,6.685713912541908,0.7748305741885301,0.8662869174653737,0.0026373177142383,0.2902114325793539,0.0023498423376451,0.000264203416616,11.551616455677856,4,2.8879041139194643,0.0210164550860754,False,3,2,,,,,,1.0,8.963329975000589,0.731705585840718,4.936515409669895,True,True,True,False,False,False,False,False,False,False,False,pass,pass,True,raw_failed_event_penalty_rank,2,True,14.160967807809357,447.0864306432559,9.808462550863624,55.58760277645332,56.70784043172604,1.8321935615618712,False,False,284.30079421952524,284.30079421952524,1.0,1.0,False,False,False,False
10677499,5,high_scatter,3,tps_like_chi2_robust_hardened,integrated_wavelet_whitening,tps_like_chi2_robust,False,5.0,445.76051277094666,8.0,0.0002,0.45,True,,14.304007886676118,446.9434748041458,9.808462550863624,55.291577303748106,,3,7,0.4285714285714285,700,20,1.8608015773352236,False,False,0.4109372082166374,db6,43,686,7,0.0132623429222056,0.0001999998158943,305,47.368152237386894,55.291577303748106,0.8566974310963617,5,7,0.7142857142857143,1.0,0.3052813880156245,0.8683982649804692,8.67635484450529,6.739089839073546,0.7767190208156817,0.8683982649804692,0.0026373177142383,0.2902114325793539,0.0023399596306407,0.0002611414994881,11.444861789870298,4,2.8612154474675746,0.0219940995142506,False,3,2,,,,,,1.0,8.97059937388488,0.7699426885903949,4.953905041629057,True,True,True,False,False,False,False,False,False,False,False,pass,pass,True,raw_top1_mes_preserved,1,False,14.304007886676118,446.9433905643891,9.808462550863624,55.291577303748106,56.70784043172604,1.8608015773352236,False,False,284.30079421952524,284.30079421952524,1.0,1.0,False,False,False,False
10677499,5,high_scatter,4,tps_like_chi2_robust_hardened,integrated_wavelet_whitening,tps_like_chi2_robust,False,10.0,445.01051277094666,4.0,0.0002,0.15,True,,14.304007886676118,446.9434748041458,9.808462550863624,55.25485273702601,,3,7,0.4285714285714285,700,20,0.4304007886676118,False,False,0.4380409582518041,db6,43,686,7,0.013267644438073,0.0001999991475386,85,47.369383597179635,55.25485273702601,0.8572891112862859,5,7,0.7142857142857143,1.0,0.3043214383948297,0.8695982020064628,8.703723483358983,6.7696889075377955,0.777792277119218,0.8695982020064629,0.0026373177142383,0.2902114325793539,0.0023441188967312,0.0002608774643544,11.570373836287809,4,2.892593459071952,0.0208490879206954,False,3,2,,,,,,1.0,9.05233346035179,0.7224251500409591,4.931844729208836,True,True,True,False,False,False,False,False,False,False,False,pass,pass,True,raw_top1_mes_preserved,1,False,14.304007886676118,446.9433905643891,9.808462550863624,55.25485273702601,56.70784043172604,0.4304007886676118,False,False,284.30079421952524,284.30079421952524,1.0,1.0,False,False,False,False
10677499,5,high_scatter,5,tps_like_chi2_robust_hardened,integrated_wavelet_whitening,tps_like_chi2_robust,False,10.0,451.01051277094666,8.0,0.0005,0.75,True,,14.304007886676118,446.9434748041458,9.808462550863624,58.038036438209225,,3,7,0.4285714285714285,693,20,0.4304007886676118,False,False,0.4018113752827048,db6,43,686,7,0.0209698319388811,0.000499999632435,154,49.9822326385159,58.038036438209225,0.8611978575762119,5,7,0.7142857142857143,1.0,0.2979631864887466,0.8775460168890666,8.889452690648747,6.977340473991328,0.7849010188592528,0.8775460168890669,0.0026373177142383,0.1507470313870028,0.0024272687219838,0.0002616060700523,10.850819067754657,4,2.7127047669386637,0.0282927648948096,False,3,2,,,,,,1.0,9.131549399257802,0.8203967830246824,4.972388645991495,True,True,True,False,False,False,False,False,False,False,False,pass,pass,True,raw_failed_event_penalty_rank,2,True,14.160967807809357,447.0864306432559,9.808462550863624,58.07327662089649,60.08417947708543,0.4160967807809356,False,False,284.30079421952524,284.30079421952524,1.0,1.0,False,False,False,False
2996004,5,high_scatter,0,tps_like_chi2_robust_hardened,integrated_wavelet_whitening,tps_like_chi2_robust,False,2.0,443.81035493959354,2.0,0.0002,0.15,True,,10.62595601659268,449.804190472154,7.846859827637672,22.541254819032098,,5,11,0.4545454545454545,450,20,4.31297800829634,False,False,0.4875559578649699,db6,43,686,7,0.0132896972204048,0.0001999998638709,229,19.89461637221998,22.541254819032098,0.882586907070608,9,9,1.0,1.0,0.3075914235267002,0.7789596485324624,11.350592632753248,8.335991001724944,0.7344101996639915,0.778959648532462,0.0035599655748493,0.323769404626448,0.0029858786865353,0.0002200740969776,20.30111610680608,8,2.53763951335076,0.0092549253631973,True,4,5,0.0030435590674059,0.0028584492651711,0.0001851098022348,0.0627277332744868,0.389565049727529,0.6968582005121575,9.331088620738626,0.3280697094325392,8.539093362496633,True,True,True,False,False,False,False,False,False,False,False,pass,pass,True,raw_failed_event_penalty_rank,11,True,9.195538860512896,444.9408148622315,9.80857478454709,26.214271037045727,25.751604685811024,3.5977694302564487,False,False,1037.7554349203942,1037.7554349203942,1.0,1.0,False,False,False,False
2996004,5,high_scatter,1,tps_like_chi2_robust_hardened,integrated_wavelet_whitening,tps_like_chi2_robust,False,2.0,444.4103549395935,4.0,0.0005,0.45,True,,11.68855161825195,449.0889818941141,5.885144870728254,28.029883253014862,,6,8,0.75,587,12,4.844275809125975,False,False,0.4034295827150345,db6,43,686,7,0.0209786419970414,0.0004999998843283,418,23.77430752413515,28.029883253014862,0.8481771868092962,8,8,1.0,0.875,0.2854499201975575,0.8166286626313628,2.7903391632425794,1.890491363861101,0.6775131097913599,0.7242919805391503,0.0010995968391006,0.7438368416662879,0.0010036242725834,0.000284891244262,11.853775718652216,7,1.6933965312360308,0.105471239701725,True,4,4,0.0010070927388706,0.0009886821420943,1.8410596776311265e-05,0.0184495725964933,0.0252694563861284,0.9798400364212118,3.3124146205004936,0.3103194935612934,7.429258257187479,True,True,True,False,False,False,False,False,False,False,False,pass,pass,True,raw_failed_event_penalty_rank,6,True,11.995069580269046,448.4759886908287,5.885144870728254,35.27956550565598,28.381077193476283,4.997534790134523,False,False,1037.7554349203942,1037.7554349203942,1.0,1.0,False,False,False,False
2996004,5,high_scatter,2,tps_like_chi2_robust_hardened,integrated_wavelet_whitening,tps_like_chi2_robust,False,5.0,447.2603549395935,2.0,0.0005,0.75,True,,10.62595601659268,449.804190472154,7.846859827637672,23.05014924446894,,5,11,0.4545454545454545,449,20,1.1251912033185358,False,False,0.4033007910475135,db6,43,686,7,0.0210136542139983,0.0004999927773806,96,20.416648831984535,23.05014924446894,0.8857490949601406,9,9,1.0,1.0,0.3026209251353704,0.7845514592227083,11.537024229961874,8.533731571645434,0.7396822093415709,0.7845514592227083,0.0035599655748493,0.3329899734546794,0.0029445193295301,0.0002131661967658,20.84989261249278,8,2.6062365765615976,0.0075570472217588,True,4,5,0.0029614966979266,0.0029039309431715,5.756575475518357e-05,0.0196288346826849,0.1231452720322832,0.9019920621792238,9.131948727201536,0.3014382626191927,8.445076264683053,True,True,True,False,False,False,False,False,False,False,False,pass,pass,True,raw_failed_event_penalty_rank,3,True,9.175104329711758,445.0429875162372,9.80857478454709,23.64157503990945,25.751604685811024,0.8350208659423515,False,False,1037.7554349203942,1037.7554349203942,1.0,1.0,False,False,False,False
